game,state,date,position,result
PTM,RJ,2017-06-20,4,0184
PTM,RJ,2017-06-20,5,9542
PTM,RJ,2017-06-20,6,2784
PTM,RJ,2017-06-19,1,2710
CORUJA,RJ,2017-11-05,1,7763
CORUJA,RJ,2017-11-05,2,5995
CORUJA,RJ,2017-11-05,3,4007
CORUJA,RJ,2017-11-05,4,7655
CORUJA,RJ,2017-11-05,5,9244
CORUJA,RJ,2017-11-05,6,4664
CORUJA,RJ,2017-10-05,1,7863
PT,RJ,2017-08-08,2,0754
PT,RJ,2017-08-08,3,9698
PT,RJ,2017-08-08,4,8803
PT,RJ,2017-08-08,5,0018
PT,RJ,2017-08-08,6,7257
,,2017-07-08,1,4154
,,2017-07-08,2,6186
,,2017-07-08,3,5387
,,2017-07-08,4,7770
,,2017-07-08,5,3199
,,2017-07-08,6,6696
PT,RJ,2017-06-08,1,1197
PT,RJ,2017-06-08,2,8290
PT,RJ,2017-06-08,3,0789
PT,RJ,2017-06-08,4,8037
PT,RJ,2017-06-08,5,8143
PT,RJ,2017-06-08,6,6456
PTN,SP,2017-09-10,2,8409
PTN,SP,2017-09-10,3,0252
PTN,SP,2017-09-10,4,2997
PTN,SP,2017-09-10,5,7713
PTN,SP,2017-09-10,6,7787
PT,SP,2017-09-10,1,7139
PT,SP,2017-09-10,2,8413
PT,SP,2017-09-10,3,2953
PT,SP,2017-09-10,4,3678
PT,SP,2017-09-10,5,6450
PT,SP,2017-09-10,6,8633
PT,SP,2017-08-10,1,0186
PTM,RJ,2017-06-19,2,5697
PTM,RJ,2017-06-19,3,9087
PTM,RJ,2017-06-19,4,6195
PTM,RJ,2017-06-19,5,8442
PTM,RJ,2017-06-19,6,2131
PTM,RJ,2017-06-18,18,2017
PTM,RJ,2017-06-18,1,7199
PTM,RJ,2017-06-18,2,5940
PTM,RJ,2017-06-18,3,5784
PTM,RJ,2017-06-18,4,3330
PTM,RJ,2017-06-18,5,7983
PTM,RJ,2017-06-18,6,0236
PTM,RJ,2017-06-17,17,2017
PTM,RJ,2017-06-17,1,4179
PTM,RJ,2017-06-17,2,5021
PTM,RJ,2017-06-17,3,3460
PTM,RJ,2017-06-17,4,6292
CORUJA,RJ,2017-10-05,2,7005
CORUJA,RJ,2017-10-05,3,2905
CORUJA,RJ,2017-10-05,4,3323
CORUJA,RJ,2017-10-05,5,8944
CORUJA,RJ,2017-10-05,6,0040
CORUJA,RJ,2017-09-05,1,5837
CORUJA,RJ,2017-09-05,2,9816
CORUJA,RJ,2017-09-05,3,8096
CORUJA,RJ,2017-09-05,4,6829
CORUJA,RJ,2017-09-05,5,5735
CORUJA,RJ,2017-09-05,6,6313
CORUJA,RJ,2017-08-05,1,3103
CORUJA,RJ,2017-08-05,2,1619
CORUJA,RJ,2017-08-05,3,2567
CORUJA,RJ,2017-08-05,4,2378
CORUJA,RJ,2017-08-05,5,3492
CORUJA,RJ,2017-08-05,6,3159
CORUJA,RJ,2017-06-05,1,3148
PT,RJ,2017-05-08,1,7120
PT,RJ,2017-05-08,2,2759
PT,RJ,2017-05-08,3,5433
PT,RJ,2017-05-08,4,7515
PT,RJ,2017-05-08,5,8218
PT,RJ,2017-05-08,6,1045
PT,RJ,2017-04-08,1,6164
PT,RJ,2017-04-08,2,8524
PT,RJ,2017-04-08,3,3463
PT,RJ,2017-04-08,4,8461
PT,RJ,2017-04-08,5,3532
PT,SP,2017-08-10,2,0026
PT,SP,2017-08-10,3,8882
PT,SP,2017-08-10,4,1778
PT,SP,2017-08-10,5,8344
PT,SP,2017-08-10,6,9216
PT,SP,2017-07-10,1,1898
PT,SP,2017-07-10,2,5833
PT,SP,2017-07-10,3,8665
PT,SP,2017-07-10,4,1905
PT,SP,2017-07-10,5,9606
PT,SP,2017-07-10,6,7907
PTN,SP,2017-06-10,1,9553
PTN,SP,2017-06-10,2,6481
PTN,SP,2017-06-10,3,1767
PTN,SP,2017-06-10,4,2488
PTN,SP,2017-06-10,5,4927
PTM,RJ,2017-06-17,5,6449
PTM,RJ,2017-06-17,6,5401
PTM,RJ,2017-06-16,1,7771
PTM,RJ,2017-06-16,2,9179
PTM,RJ,2017-06-16,3,8845
PTM,RJ,2017-06-16,4,9730
PTM,RJ,2017-06-16,5,7498
PTM,RJ,2017-06-16,6,3023
PTM,RJ,2017-06-15,1,9732
PTM,RJ,2017-06-15,2,6961
PTM,RJ,2017-06-15,3,1376
PTM,RJ,2017-06-15,4,1087
PTM,RJ,2017-06-15,5,6065
PTM,RJ,2017-06-15,6,5221
PTM,RJ,2017-06-14,1,1053
CORUJA,RJ,2017-06-05,2,9477
CORUJA,RJ,2017-06-05,3,9089
CORUJA,RJ,2017-06-05,4,6852
CORUJA,RJ,2017-06-05,5,6870
CORUJA,RJ,2017-06-05,6,5436
CORUJA,RJ,2017-05-05,1,0296
CORUJA,RJ,2017-05-05,2,2578
CORUJA,RJ,2017-05-05,3,5317
CORUJA,RJ,2017-05-05,4,7912
CORUJA,RJ,2017-05-05,5,5729
CORUJA,RJ,2017-05-05,6,1832
PT,RJ,2017-04-08,6,0144
PTN,SP,2017-06-10,6,5216
PTM,RJ,2017-06-14,2,1904
PTM,RJ,2017-06-14,3,7801
PTM,RJ,2017-06-14,4,6031
PTM,RJ,2017-06-14,5,5634
PTM,RJ,2017-06-14,6,2423
PTM,RJ,2017-06-13,1,4029
PTM,RJ,2017-06-13,2,9538
PTM,RJ,2017-06-13,3,5237
PTM,RJ,2017-06-13,4,4131
PTM,RJ,2017-06-13,5,8052
PTM,RJ,2017-06-13,6,0987
PTM,RJ,2017-12-06,1,6004
PTM,RJ,2017-12-06,2,0404
PTM,RJ,2017-12-06,3,4153
PTM,RJ,2017-12-06,4,2363
PTM,RJ,2017-12-06,5,4454
PTM,RJ,2017-12-06,6,7378
PTM,RJ,2017-11-06,11,2017
PTN,SP,2017-05-10,1,5412
PTN,SP,2017-05-10,2,9292
PTN,SP,2017-05-10,3,1389
PTN,SP,2017-05-10,4,5997
PTN,SP,2017-05-10,5,4560
PTN,SP,2017-05-10,6,6650
PT,SP,2017-05-10,1,4379
PT,RJ,2017-03-08,1,9924
PT,RJ,2017-03-08,2,8793
PT,RJ,2017-03-08,3,8551
PT,RJ,2017-03-08,4,5753
PT,RJ,2017-03-08,5,1386
PT,RJ,2017-03-08,6,4407
PT,RJ,2017-02-08,1,0574
CORUJA,RJ,2017-04-05,1,2926
CORUJA,RJ,2017-04-05,2,0845
CORUJA,RJ,2017-04-05,3,7284
CORUJA,RJ,2017-04-05,4,4431
CORUJA,RJ,2017-04-05,5,5573
CORUJA,RJ,2017-04-05,6,1059
CORUJA,RJ,2017-03-05,1,5294
PTM,RJ,2017-11-06,1,5700
PTM,RJ,2017-11-06,2,3994
PTM,RJ,2017-11-06,3,2240
PTM,RJ,2017-11-06,4,6525
PTM,RJ,2017-11-06,5,4973
PTM,RJ,2017-11-06,6,3432
PTM,RJ,2017-10-06,10,2017
PTM,RJ,2017-10-06,1,8737
PTM,RJ,2017-10-06,2,9009
PTM,RJ,2017-10-06,3,9742
PTM,RJ,2017-10-06,4,2480
PTM,RJ,2017-10-06,5,2286
PTM,RJ,2017-10-06,6,2254
PTM,RJ,2017-09-06,1,3322
PTM,RJ,2017-09-06,2,3338
PTM,RJ,2017-09-06,3,6012
PTM,RJ,2017-09-06,4,0161
PT,SP,2017-05-10,2,4893
PT,SP,2017-05-10,3,2045
PT,SP,2017-05-10,4,4660
PT,SP,2017-05-10,5,3540
PT,SP,2017-05-10,6,9517
PT,SP,2017-04-10,1,6297
PT,SP,2017-04-10,2,5728
PT,SP,2017-04-10,3,8465
PT,SP,2017-04-10,4,0418
PT,SP,2017-04-10,5,7703
PT,SP,2017-04-10,6,8611
PTN,SP,2017-03-10,1,8770
PT,RJ,2017-02-08,2,7937
PT,RJ,2017-02-08,3,7950
PT,RJ,2017-02-08,4,6437
PT,RJ,2017-02-08,5,0488
PT,RJ,2017-02-08,6,3386
PT,RJ,2017-01-08,1,3686
PT,RJ,2017-01-08,2,8334
PT,RJ,2017-01-08,3,8565
PT,RJ,2017-01-08,4,8564
PT,RJ,2017-01-08,5,8273
PT,RJ,2017-01-08,6,7422
PT,RJ,2017-07-31,1,4738
PT,RJ,2017-07-31,2,7894
PT,RJ,2017-07-31,3,0445
CORUJA,RJ,2017-03-05,2,4418
CORUJA,RJ,2017-03-05,3,1066
CORUJA,RJ,2017-03-05,4,4036
CORUJA,RJ,2017-03-05,5,8906
CORUJA,RJ,2017-03-05,6,3720
CORUJA,RJ,2017-02-05,1,0299
CORUJA,RJ,2017-02-05,2,3739
CORUJA,RJ,2017-02-05,3,0380
CORUJA,RJ,2017-02-05,4,1811
CORUJA,RJ,2017-02-05,5,8543
CORUJA,RJ,2017-02-05,6,4772
CORUJA,RJ,2017-04-28,1,2144
CORUJA,RJ,2017-04-28,2,1300
CORUJA,RJ,2017-04-28,3,8775
CORUJA,RJ,2017-04-28,4,9175
PTM,RJ,2017-09-06,5,3230
PTM,RJ,2017-09-06,6,6063
PTM,RJ,2017-08-06,1,8434
PTM,RJ,2017-08-06,2,7623
PTM,RJ,2017-08-06,3,9861
PTM,RJ,2017-08-06,4,3469
PTM,RJ,2017-08-06,5,1368
PTM,RJ,2017-08-06,6,0755
PTM,RJ,2017-07-06,1,5334
PTN,SP,2017-03-10,2,3576
PTN,SP,2017-03-10,3,5608
PTN,SP,2017-03-10,4,8149
PTN,SP,2017-03-10,5,8843
PTN,SP,2017-03-10,6,4946
PT,SP,2017-03-10,1,2580
PT,SP,2017-03-10,2,7954
PT,SP,2017-03-10,3,5121
PT,SP,2017-03-10,4,3882
PT,SP,2017-03-10,5,4271
PT,SP,2017-03-10,6,3808
PTN,SP,2017-02-10,1,7658
PTN,SP,2017-02-10,2,8550
PTN,SP,2017-02-10,3,5681
PTN,SP,2017-02-10,4,0763
PTN,SP,2017-02-10,5,2428
PTN,SP,2017-02-10,6,5080
PT,SP,2017-02-10,1,9259
PT,RJ,2017-07-31,4,5356
PT,RJ,2017-07-31,5,8960
PT,RJ,2017-07-31,6,7393
PT,RJ,2017-07-30,30,2017
PT,RJ,2017-07-30,1,3151
PT,RJ,2017-07-30,2,0961
PT,RJ,2017-07-30,3,9691
PT,RJ,2017-07-30,4,6283
PT,RJ,2017-07-30,5,4544
PT,RJ,2017-07-30,6,4630
PTM,RJ,2017-07-30,30,2017
PTM,RJ,2017-07-30,1,2111
PTM,RJ,2017-07-30,2,7768
PTM,RJ,2017-07-30,3,3047
PTM,RJ,2017-07-30,4,5466
PTM,RJ,2017-07-30,5,9714
PTM,RJ,2017-07-30,6,8106
CORUJA,RJ,2017-04-28,5,3861
CORUJA,RJ,2017-04-28,6,5255
CORUJA,RJ,2017-04-27,1,6866
CORUJA,RJ,2017-04-27,2,9241
CORUJA,RJ,2017-04-27,3,4883
CORUJA,RJ,2017-04-27,4,6560
CORUJA,RJ,2017-04-27,5,0592
CORUJA,RJ,2017-04-27,6,8142
CORUJA,RJ,2017-04-26,1,6305
PTM,RJ,2017-07-06,2,7403
PTM,RJ,2017-07-06,3,6055
PTM,RJ,2017-07-06,4,2159
PTM,RJ,2017-07-06,5,2520
PTM,RJ,2017-07-06,6,3471
PT,SP,2017-02-10,2,9163
PT,SP,2017-02-10,3,1268
PT,SP,2017-02-10,4,3748
PT,SP,2017-02-10,5,8062
PT,SP,2017-02-10,6,1500
PT,RJ,2017-07-29,29,2017
PT,RJ,2017-07-29,1,1232
PT,RJ,2017-07-29,2,8975
PT,RJ,2017-07-29,3,5557
PT,RJ,2017-07-29,4,9875
PT,RJ,2017-07-29,5,0400
PT,RJ,2017-07-29,6,6039
CORUJA,RJ,2017-04-26,2,6702
CORUJA,RJ,2017-04-26,3,9326
CORUJA,RJ,2017-04-26,4,9202
CORUJA,RJ,2017-04-26,5,5600
CORUJA,RJ,2017-04-26,6,7135
PT,RJ,2017-07-28,1,1451
PT,RJ,2017-07-28,2,4343
PT,RJ,2017-07-28,3,2063
PT,RJ,2017-07-28,4,8970
PT,RJ,2017-07-28,5,7411
PT,RJ,2017-07-28,6,4238
PT,RJ,2017-07-27,1,8301
PT,RJ,2017-07-27,2,0874
PT,RJ,2017-07-27,3,1803
PT,RJ,2017-07-27,4,3754
PT,RJ,2017-07-27,5,7173
PT,RJ,2017-07-27,6,1905
PT,RJ,2017-07-26,1,3829
CORUJA,RJ,2017-04-25,1,7224
CORUJA,RJ,2017-04-25,2,3118
CORUJA,RJ,2017-04-25,3,7833
CORUJA,RJ,2017-04-25,4,6852
CORUJA,RJ,2017-04-25,5,2196
CORUJA,RJ,2017-04-25,6,7223
CORUJA,RJ,2017-04-24,1,9397
PTM,RJ,2017-06-06,1,2397
PTM,RJ,2017-06-06,2,8389
PTM,RJ,2017-06-06,3,6398
PTM,RJ,2017-06-06,4,4023
PTM,RJ,2017-06-06,5,5992
PTM,RJ,2017-06-06,6,7199
PT,SP,2017-01-10,1,2560
PT,SP,2017-01-10,2,0436
PT,SP,2017-01-10,3,0640
PT,SP,2017-01-10,4,4954
PT,SP,2017-01-10,5,1890
PT,SP,2017-01-10,6,0480
PT,SP,2017-09-30,30,2017
PT,RJ,2017-07-26,2,6445
PT,RJ,2017-07-26,3,9408
PT,RJ,2017-07-26,4,1396
PT,RJ,2017-07-26,5,8793
PT,RJ,2017-07-26,6,9871
PT,RJ,2017-07-25,1,5648
PT,RJ,2017-07-25,2,3995
PT,RJ,2017-07-25,3,5991
PT,RJ,2017-07-25,4,5878
PT,RJ,2017-07-25,5,5492
PT,RJ,2017-07-25,6,7004
PT,RJ,2017-07-24,1,0240
PT,RJ,2017-07-24,2,2270
PT,RJ,2017-07-24,3,0361
PT,RJ,2017-07-24,4,5904
PT,RJ,2017-07-24,5,1053
PT,RJ,2017-07-24,6,9828
CORUJA,RJ,2017-04-24,2,0075
CORUJA,RJ,2017-04-24,3,9760
CORUJA,RJ,2017-04-24,4,7788
CORUJA,RJ,2017-04-24,5,5124
CORUJA,RJ,2017-04-24,6,2144
LOOK,GOIÁS,2017-04-22,22,2017
LOOK,GOIÁS,2017-04-22,1,0324
LOOK,GOIÁS,2017-04-22,2,5027
LOOK,GOIÁS,2017-04-22,3,1284
LOOK,GOIÁS,2017-04-22,4,7612
LOOK,GOIÁS,2017-04-22,5,2997
LOOK,GOIÁS,2017-04-22,6,7244
CORUJA,RJ,2017-04-19,1,1599
CORUJA,RJ,2017-04-19,2,6857
PTM,RJ,2017-05-06,1,3148
PTM,RJ,2017-05-06,2,6162
PTM,RJ,2017-05-06,3,3137
PTM,RJ,2017-05-06,4,4898
PTM,RJ,2017-05-06,5,6467
PTM,RJ,2017-05-06,6,3812
PTM,RJ,2017-04-06,1,9696
PTM,RJ,2017-04-06,2,2513
PTM,RJ,2017-04-06,3,8971
PTM,RJ,2017-04-06,4,5214
PTM,RJ,2017-04-06,5,9852
PTM,RJ,2017-04-06,6,9246
PT,SP,2017-09-30,1,0111
PT,SP,2017-09-30,2,0578
PT,SP,2017-09-30,3,9460
PT,SP,2017-09-30,4,5664
PT,SP,2017-09-30,5,0256
PT,SP,2017-09-30,6,6069
PTN,SP,2017-09-29,29,2017
PTN,SP,2017-09-29,1,3092
PTN,SP,2017-09-29,2,6789
PTN,SP,2017-09-29,3,7125
PTN,SP,2017-09-29,4,4101
PTN,SP,2017-09-29,5,2178
PTN,SP,2017-09-29,6,3285
PT,SP,2017-09-29,29,2017
PT,SP,2017-09-29,1,7778
PT,SP,2017-09-29,2,7373
PT,RJ,2017-07-23,23,2017
PT,RJ,2017-07-23,1,7919
PT,RJ,2017-07-23,2,6327
PT,RJ,2017-07-23,3,3010
PT,RJ,2017-07-23,4,0817
PT,RJ,2017-07-23,5,4790
PT,RJ,2017-07-23,6,2863
PT,RJ,2017-07-22,22,2017
PT,RJ,2017-07-22,1,5115
PT,RJ,2017-07-22,2,1624
PT,RJ,2017-07-22,3,4716
CORUJA,RJ,2017-04-19,3,3135
CORUJA,RJ,2017-04-19,4,3845
CORUJA,RJ,2017-04-19,5,3982
CORUJA,RJ,2017-04-19,6,9418
CORUJA,RJ,2017-04-18,1,0573
CORUJA,RJ,2017-04-18,2,1534
CORUJA,RJ,2017-04-18,3,4572
CORUJA,RJ,2017-04-18,4,3210
CORUJA,RJ,2017-04-18,5,4957
CORUJA,RJ,2017-04-18,6,4846
CORUJA,RJ,2017-04-17,1,5364
PTM,RJ,2017-03-06,1,0908
PTM,RJ,2017-03-06,2,9501
PTM,RJ,2017-03-06,3,4415
PTM,RJ,2017-03-06,4,9317
PTM,RJ,2017-03-06,5,7772
PTM,RJ,2017-03-06,6,1913
PTM,RJ,2017-02-06,1,4753
PTM,RJ,2017-02-06,2,7802
PTM,RJ,2017-02-06,3,1143
PTM,RJ,2017-02-06,4,6300
PTM,RJ,2017-02-06,5,2966
PTM,RJ,2017-02-06,6,2964
PTM,RJ,2017-01-06,1,2333
PT,SP,2017-09-29,3,9961
PT,SP,2017-09-29,4,4680
PT,SP,2017-09-29,5,2631
PT,SP,2017-09-29,6,2423
PTN,SP,2017-09-28,28,2017
PTN,SP,2017-09-28,1,4834
PTN,SP,2017-09-28,2,2341
PTN,SP,2017-09-28,3,1824
PTN,SP,2017-09-28,4,6508
PTN,SP,2017-09-28,5,1123
PTN,SP,2017-09-28,6,6630
PT,SP,2017-09-28,28,2017
PT,RJ,2017-07-22,4,5561
PT,RJ,2017-07-22,5,8392
PT,RJ,2017-07-22,6,5408
CORUJA,RJ,2017-04-17,2,6192
CORUJA,RJ,2017-04-17,3,3943
CORUJA,RJ,2017-04-17,4,8573
CORUJA,RJ,2017-04-17,5,1660
CORUJA,RJ,2017-04-17,6,5732
CORUJA,RJ,2017-04-15,15,2017
CORUJA,RJ,2017-04-15,1,2464
CORUJA,RJ,2017-04-15,2,3141
CORUJA,RJ,2017-04-15,3,5587
CORUJA,RJ,2017-04-15,4,4437
CORUJA,RJ,2017-04-15,5,5383
CORUJA,RJ,2017-04-15,6,1012
PTM,RJ,2017-01-06,2,5038
PTM,RJ,2017-01-06,3,6961
PTM,RJ,2017-01-06,4,6069
PTM,RJ,2017-01-06,5,0295
PTM,RJ,2017-01-06,6,0696
PTM,RJ,2017-05-31,1,3231
PTM,RJ,2017-05-31,2,1028
PTM,RJ,2017-05-31,3,4578
PTM,RJ,2017-05-31,4,8932
PTM,RJ,2017-05-31,5,7437
PTM,RJ,2017-05-31,6,5206
PT,SP,2017-09-28,1,1180
PT,SP,2017-09-28,2,9514
PT,SP,2017-09-28,3,2435
PT,SP,2017-09-28,4,8196
PT,SP,2017-09-28,5,8738
PT,SP,2017-09-28,6,0063
PT,SP,2017-09-27,27,2017
PT,SP,2017-09-27,1,3232
PT,SP,2017-09-27,2,1355
PT,SP,2017-09-27,3,6671
PT,SP,2017-09-27,4,0004
PT,SP,2017-09-27,5,5215
PT,SP,2017-09-27,6,6477
PTM,RJ,2017-05-30,1,7240
PTM,RJ,2017-05-30,2,9173
PTM,RJ,2017-05-30,3,5263
PTM,RJ,2017-05-30,4,1834
PTM,RJ,2017-05-30,5,7355
PTM,RJ,2017-05-30,6,0865
PTM,RJ,2017-05-29,1,2325
PTM,RJ,2017-05-29,2,0456
PTM,RJ,2017-05-29,3,8406
PTM,RJ,2017-05-29,4,4640
PTM,RJ,2017-05-29,5,3609
PTM,RJ,2017-05-29,6,9436
PTM,RJ,2017-05-28,28,2017
PTN,SP,2017-09-26,26,2017
PTN,SP,2017-09-26,1,4937
PTN,SP,2017-09-26,2,3019
PTN,SP,2017-09-26,3,8362
PTN,SP,2017-09-26,4,9688
PTN,SP,2017-09-26,5,0267
PTN,SP,2017-09-26,6,6273
PT,SP,2017-09-26,26,2017
PT,RJ,2017-07-21,1,1444
PT,RJ,2017-07-21,2,4449
PT,RJ,2017-07-21,3,7210
PT,RJ,2017-07-21,4,0098
PT,RJ,2017-07-21,5,3772
PT,RJ,2017-07-21,6,6973
PT,RJ,2017-07-20,1,0297
CORUJA,RJ,2017-04-13,1,4308
CORUJA,RJ,2017-04-13,2,8954
CORUJA,RJ,2017-04-13,3,7782
CORUJA,RJ,2017-04-13,4,5723
CORUJA,RJ,2017-04-13,5,4662
CORUJA,RJ,2017-04-13,6,1429
CORUJA,RJ,2017-12-04,1,2165
PTM,RJ,2017-05-28,1,0512
PTM,RJ,2017-05-28,2,8638
PTM,RJ,2017-05-28,3,2719
PTM,RJ,2017-05-28,4,6661
PTM,RJ,2017-05-28,5,6060
PTM,RJ,2017-05-28,6,4590
PTM,RJ,2017-05-27,27,2017
PTM,RJ,2017-05-27,1,9778
PTM,RJ,2017-05-27,2,2675
PTM,RJ,2017-05-27,3,8092
PTM,RJ,2017-05-27,4,1594
PTM,RJ,2017-05-27,5,0131
PTM,RJ,2017-05-27,6,2270
PTM,RJ,2017-05-26,1,9848
PTM,RJ,2017-05-26,2,0432
PT,SP,2017-09-26,1,0240
PT,SP,2017-09-26,2,1652
PT,SP,2017-09-26,3,9973
PT,SP,2017-09-26,4,0508
PT,SP,2017-09-26,5,0359
PT,SP,2017-09-26,6,2732
PTN,SP,2017-09-25,25,2017
PTN,SP,2017-09-25,1,4294
PTN,SP,2017-09-25,2,5891
PTN,SP,2017-09-25,3,9347
PTN,SP,2017-09-25,4,5661
PTN,SP,2017-09-25,5,0848
PTN,SP,2017-09-25,6,6041
PT,SP,2017-09-25,25,2017
PT,RJ,2017-07-20,2,8940
PT,RJ,2017-07-20,3,3948
PT,RJ,2017-07-20,4,7977
PT,RJ,2017-07-20,5,9970
PT,RJ,2017-07-20,6,1132
PT,RJ,2017-07-19,1,3585
PT,RJ,2017-07-19,2,0131
PT,RJ,2017-07-19,3,4431
PT,RJ,2017-07-19,4,7171
PT,RJ,2017-07-19,5,5758
PT,RJ,2017-07-19,6,1076
PT,RJ,2017-07-18,1,8586
PT,RJ,2017-07-18,2,4887
PT,RJ,2017-07-18,3,4180
CORUJA,RJ,2017-12-04,2,6535
CORUJA,RJ,2017-12-04,3,0255
CORUJA,RJ,2017-12-04,4,3261
CORUJA,RJ,2017-12-04,5,7738
CORUJA,RJ,2017-12-04,6,9954
CORUJA,RJ,2017-11-04,1,6259
CORUJA,RJ,2017-11-04,2,5507
CORUJA,RJ,2017-11-04,3,2574
CORUJA,RJ,2017-11-04,4,6213
CORUJA,RJ,2017-11-04,5,5558
CORUJA,RJ,2017-11-04,6,6111
CORUJA,RJ,2017-10-04,1,7313
CORUJA,RJ,2017-10-04,2,3698
CORUJA,RJ,2017-10-04,3,0458
CORUJA,RJ,2017-10-04,4,6574
PTM,RJ,2017-05-26,3,3745
PTM,RJ,2017-05-26,4,6060
PTM,RJ,2017-05-26,5,3148
PTM,RJ,2017-05-26,6,3233
PTM,RJ,2017-05-25,1,9929
PTM,RJ,2017-05-25,2,3522
PTM,RJ,2017-05-25,3,2678
PTM,RJ,2017-05-25,4,8417
PTM,RJ,2017-05-25,5,8265
PTM,RJ,2017-05-25,6,2811
PTM,RJ,2017-05-24,1,0408
PT,SP,2017-09-25,1,2264
PT,SP,2017-09-25,2,2240
PT,SP,2017-09-25,3,1505
PT,SP,2017-09-25,4,4219
PT,SP,2017-09-25,5,2783
PT,SP,2017-09-25,6,3011
PT,SP,2017-09-24,24,2017
PT,SP,2017-09-24,1,1974
PT,SP,2017-09-24,2,2067
PT,SP,2017-09-24,3,1389
PT,SP,2017-09-24,4,7649
PT,SP,2017-09-24,5,6639
PT,SP,2017-09-24,6,9718
PT,SP,2017-09-23,23,2017
PT,RJ,2017-07-18,4,5603
PT,RJ,2017-07-18,5,0296
PT,RJ,2017-07-18,6,3552
PT,RJ,2017-07-17,1,4065
PT,RJ,2017-07-17,2,0187
PT,RJ,2017-07-17,3,6918
PT,RJ,2017-07-17,4,8140
PT,RJ,2017-07-17,5,6879
PT,RJ,2017-07-17,6,6189
PT,RJ,2017-07-16,16,2017
PT,RJ,2017-07-16,1,4414
PT,RJ,2017-07-16,2,7665
PT,RJ,2017-07-16,3,2369
PT,RJ,2017-07-16,4,9823
PT,RJ,2017-07-16,5,7687
PT,RJ,2017-07-16,6,1958
PT,RJ,2017-07-15,15,2017
CORUJA,RJ,2017-10-04,5,8231
CORUJA,RJ,2017-10-04,6,6274
CORUJA,RJ,2017-08-04,1,6939
CORUJA,RJ,2017-08-04,2,9467
CORUJA,RJ,2017-08-04,3,5630
CORUJA,RJ,2017-08-04,4,5847
CORUJA,RJ,2017-08-04,5,5510
CORUJA,RJ,2017-08-04,6,3393
CORUJA,RJ,2017-07-04,1,6240
PTM,RJ,2017-05-24,2,9365
PTM,RJ,2017-05-24,3,2292
PTM,RJ,2017-05-24,4,8784
PTM,RJ,2017-05-24,5,4950
PTM,RJ,2017-05-24,6,5799
PT,SP,2017-09-23,1,7592
PT,SP,2017-09-23,2,3185
PT,SP,2017-09-23,3,7033
PT,SP,2017-09-23,4,5440
PT,SP,2017-09-23,5,4840
PT,SP,2017-09-23,6,8090
PTN,SP,2017-09-22,22,2017
PTN,SP,2017-09-22,1,9374
PTN,SP,2017-09-22,2,6881
PTN,SP,2017-09-22,3,7071
PTN,SP,2017-09-22,4,4293
PTN,SP,2017-09-22,5,4299
PTN,SP,2017-09-22,6,1918
PT,RJ,2017-07-15,1,5171
PT,RJ,2017-07-15,2,4015
PT,RJ,2017-07-15,3,9278
PT,RJ,2017-07-15,4,9396
PT,RJ,2017-07-15,5,2972
PT,RJ,2017-07-15,6,0832
CORUJA,RJ,2017-07-04,2,8517
CORUJA,RJ,2017-07-04,3,1810
CORUJA,RJ,2017-07-04,4,5087
CORUJA,RJ,2017-07-04,5,3995
CORUJA,RJ,2017-07-04,6,5649
CORUJA,RJ,2017-06-04,1,6671
CORUJA,RJ,2017-06-04,2,3226
CORUJA,RJ,2017-06-04,3,2142
CORUJA,RJ,2017-06-04,4,3434
CORUJA,RJ,2017-06-04,5,6806
CORUJA,RJ,2017-06-04,6,2279
CORUJA,RJ,2017-05-04,1,7994
CORUJA,RJ,2017-05-04,2,7719
CORUJA,RJ,2017-05-04,3,8180
CORUJA,RJ,2017-05-04,4,8180
CORUJA,RJ,2017-05-04,5,8344
CORUJA,RJ,2017-05-04,6,0288
CORUJA,RJ,2017-04-04,1,1710
CORUJA,RJ,2017-04-04,2,4025
CORUJA,RJ,2017-04-04,3,5850
CORUJA,RJ,2017-04-04,4,2041
CORUJA,RJ,2017-04-04,5,2442
CORUJA,RJ,2017-04-04,6,6068
CORUJA,RJ,2017-03-04,1,7355
PT,RJ,2017-07-14,1,2606
PT,RJ,2017-07-14,2,1511
PT,RJ,2017-07-14,3,4754
PT,RJ,2017-07-14,4,0028
PT,RJ,2017-07-14,5,1128
PT,RJ,2017-07-14,6,0027
PT,RJ,2017-07-13,1,9595
PT,SP,2017-09-22,22,2017
PT,SP,2017-09-22,1,7529
PT,SP,2017-09-22,2,2227
PT,SP,2017-09-22,3,1311
PTM,RJ,2017-05-23,1,0840
PTM,RJ,2017-05-23,2,3556
PTM,RJ,2017-05-23,3,7459
PTM,RJ,2017-05-23,4,5704
PTM,RJ,2017-05-23,5,8113
PTM,RJ,2017-05-23,6,5672
PTM,RJ,2017-05-22,1,9270
CORUJA,RJ,2017-03-04,2,9439
CORUJA,RJ,2017-03-04,3,5891
CORUJA,RJ,2017-03-04,4,9810
CORUJA,RJ,2017-03-04,5,4238
CORUJA,RJ,2017-03-04,6,6733
CORUJA,RJ,2017-01-04,1,7429
CORUJA,RJ,2017-01-04,2,8217
CORUJA,RJ,2017-01-04,3,9068
CORUJA,RJ,2017-01-04,4,8441
CORUJA,RJ,2017-01-04,5,1292
CORUJA,RJ,2017-01-04,6,4447
CORUJA,RJ,2017-03-31,1,6748
CORUJA,RJ,2017-03-31,2,9550
