game,state,date,position,result
CORUJA,RJ,2018-03-23,6,0070
PTN,SP,2018-04-19,2,8391
PTN,SP,2018-04-19,3,1612
PTN,SP,2018-04-19,4,2366
PTN,SP,2018-04-19,5,2631
PTN,SP,2018-04-19,6,4735
PT,SP,2018-04-19,19,2018
PT,SP,2018-04-19,1,6437
PT,SP,2018-04-19,2,8350
PT,SP,2018-04-19,3,3022
PT,SP,2018-04-19,4,3985
PT,SP,2018-04-19,5,9383
PT,SP,2018-04-19,6,1177
PTM,RJ,2018-03-19,4,7949
PTM,RJ,2018-03-19,5,8471
PTM,RJ,2018-03-18,1,6411
PTM,RJ,2018-03-18,2,6905
PTM,RJ,2018-03-18,3,2507
PTM,RJ,2018-03-18,4,7846
PTM,RJ,2018-03-18,5,3137
PTM,RJ,2018-03-18,6,6806
PTM,RJ,2018-03-17,1,5751
PTM,RJ,2018-03-17,2,6561
PTM,RJ,2018-03-17,3,7570
PTM,RJ,2018-03-17,4,6465
PTM,RJ,2018-03-17,5,6262
PTM,RJ,2018-03-17,6,2609
PTM,RJ,2018-03-16,1,1198
PTM,RJ,2018-03-16,2,1869
PTM,RJ,2018-03-16,3,4419
PTM,RJ,2018-03-16,4,9774
PTM,RJ,2018-03-16,5,7693
PTM,RJ,2018-03-16,6,4953
PTM,RJ,2018-03-15,1,7151
PT,SP,2018-04-18,18,2018
PT,SP,2018-04-18,1,8367
PT,SP,2018-04-18,2,1485
PT,SP,2018-04-18,3,7937
PT,SP,2018-04-18,4,6486
PT,SP,2018-04-18,5,1368
PT,SP,2018-04-18,6,5643
PTN,SP,2018-04-17,17,2018
PT,RJ,2018-03-04,1,6286
PT,RJ,2018-03-04,2,6576
PT,RJ,2018-03-04,3,9867
PT,RJ,2018-03-04,4,0505
CORUJA,RJ,2018-03-22,22,2018
CORUJA,RJ,2018-03-22,1,3474
CORUJA,RJ,2018-03-22,2,4263
CORUJA,RJ,2018-03-22,3,0554
CORUJA,RJ,2018-03-22,4,9183
CORUJA,RJ,2018-03-22,5,5798
CORUJA,RJ,2018-03-22,6,3272
CORUJA,RJ,2018-03-21,1,4812
PTM,RJ,2018-03-15,2,2754
PTM,RJ,2018-03-15,3,6423
PTM,RJ,2018-03-15,4,6442
PTM,RJ,2018-03-15,5,7330
PTM,RJ,2018-03-15,6,0100
PTM,RJ,2018-03-14,1,6976
PTM,RJ,2018-03-14,2,5217
PTM,RJ,2018-03-14,3,5481
PTM,RJ,2018-03-14,4,0793
PTM,RJ,2018-03-14,5,1607
PTM,RJ,2018-03-14,6,0074
PTM,RJ,2018-03-13,1,5482
PTM,RJ,2018-03-13,2,6828
PTM,RJ,2018-03-13,3,9179
PTM,RJ,2018-03-13,4,3967
PTM,RJ,2018-03-13,5,3974
PTM,RJ,2018-03-13,6,9430
PTN,SP,2018-04-17,1,7309
PTN,SP,2018-04-17,2,2031
PTN,SP,2018-04-17,3,6371
PTN,SP,2018-04-17,4,1982
PTN,SP,2018-04-17,5,7151
PTN,SP,2018-04-17,6,4844
PT,SP,2018-04-17,17,2018
PT,SP,2018-04-17,1,0182
PT,SP,2018-04-17,2,7982
PT,SP,2018-04-17,3,5709
PT,SP,2018-04-17,4,4447
PT,SP,2018-04-17,5,0765
PT,SP,2018-04-17,6,9085
PTN,SP,2018-04-16,16,2018
PT,RJ,2018-03-04,5,7534
PT,RJ,2018-03-04,6,0768
PT,RJ,2018-02-04,1,3459
PT,RJ,2018-02-04,2,4409
PT,RJ,2018-02-04,3,6865
PT,RJ,2018-02-04,4,0829
PT,RJ,2018-02-04,5,6763
PT,RJ,2018-02-04,6,2325
PT,RJ,2018-01-04,1,7895
PT,RJ,2018-01-04,2,8563
PT,RJ,2018-01-04,3,6170
PT,RJ,2018-01-04,4,2230
PT,RJ,2018-01-04,5,7221
PT,RJ,2018-01-04,6,2079
PT,RJ,2018-03-31,1,4528
CORUJA,RJ,2018-03-21,2,3732
CORUJA,RJ,2018-03-21,3,3749
CORUJA,RJ,2018-03-21,4,6156
CORUJA,RJ,2018-03-21,5,4528
CORUJA,RJ,2018-03-21,6,2977
CORUJA,RJ,2018-03-20,1,4895
CORUJA,RJ,2018-03-20,2,4766
CORUJA,RJ,2018-03-20,3,2508
CORUJA,RJ,2018-03-20,4,5938
CORUJA,RJ,2018-03-20,5,5982
CORUJA,RJ,2018-03-20,6,4089
CORUJA,RJ,2018-03-19,1,1457
CORUJA,RJ,2018-03-19,2,4510
CORUJA,RJ,2018-03-19,3,1533
CORUJA,RJ,2018-03-19,4,5042
PTM,RJ,2018-12-03,1,7357
PTM,RJ,2018-12-03,2,5821
PTM,RJ,2018-12-03,3,2208
PTM,RJ,2018-12-03,4,9090
PTM,RJ,2018-12-03,5,5513
PTM,RJ,2018-12-03,6,9989
PTM,RJ,2018-11-03,1,9604
PTN,SP,2018-04-16,1,7565
PTN,SP,2018-04-16,2,5945
PTN,SP,2018-04-16,3,4256
PTN,SP,2018-04-16,4,0781
PTN,SP,2018-04-16,5,9739
PTN,SP,2018-04-16,6,8286
PT,SP,2018-04-16,16,2018
PT,SP,2018-04-16,1,5370
PT,SP,2018-04-16,2,8654
PT,SP,2018-04-16,3,3344
PT,SP,2018-04-16,4,7229
PT,SP,2018-04-16,5,9564
PT,SP,2018-04-16,6,4161
PT,SP,2018-04-15,15,2018
PT,SP,2018-04-15,1,3514
PT,SP,2018-04-15,2,6915
PT,RJ,2018-03-31,2,6300
PT,RJ,2018-03-31,3,7153
PT,RJ,2018-03-31,4,9734
PT,RJ,2018-03-31,5,4894
PT,RJ,2018-03-31,6,2609
PT,RJ,2018-03-29,1,8317
PT,RJ,2018-03-29,2,8798
PT,RJ,2018-03-29,3,2922
PT,RJ,2018-03-29,4,4614
PT,RJ,2018-03-29,5,6916
PT,RJ,2018-03-29,6,1567
PT,RJ,2018-03-28,1,7009
PT,RJ,2018-03-28,2,3104
PT,RJ,2018-03-28,3,3954
PT,RJ,2018-03-28,4,1695
PT,RJ,2018-03-28,5,4465
PT,RJ,2018-03-28,6,0227
CORUJA,RJ,2018-03-19,5,0469
CORUJA,RJ,2018-03-19,6,3011
CORUJA,RJ,2018-03-17,1,4066
CORUJA,RJ,2018-03-17,2,0270
CORUJA,RJ,2018-03-17,3,9338
CORUJA,RJ,2018-03-17,4,6389
CORUJA,RJ,2018-03-17,5,2768
CORUJA,RJ,2018-03-17,6,2831
CORUJA,RJ,2018-03-16,1,2051
CORUJA,RJ,2018-03-16,2,1025
PTM,RJ,2018-11-03,2,5613
PTM,RJ,2018-11-03,3,3549
PTM,RJ,2018-11-03,4,8114
PTM,RJ,2018-11-03,5,5461
PTM,RJ,2018-11-03,6,2341
PT,SP,2018-04-15,3,6470
PT,SP,2018-04-15,4,5749
PT,SP,2018-04-15,5,9780
PT,SP,2018-04-15,6,2428
PT,SP,2018-04-14,14,2018
PT,SP,2018-04-14,1,3217
PT,SP,2018-04-14,2,1765
PT,SP,2018-04-14,3,6095
PT,SP,2018-04-14,4,9587
PT,SP,2018-04-14,5,8873
PT,SP,2018-04-14,6,9537
PT,RJ,2018-03-27,1,1150
PT,RJ,2018-03-27,2,8391
PT,RJ,2018-03-27,3,0352
PT,RJ,2018-03-27,4,8392
PT,RJ,2018-03-27,5,6793
PT,RJ,2018-03-27,6,5078
CORUJA,RJ,2018-03-16,3,4947
CORUJA,RJ,2018-03-16,4,6648
CORUJA,RJ,2018-03-16,5,3234
CORUJA,RJ,2018-03-16,6,7905
CORUJA,RJ,2018-03-15,1,6486
CORUJA,RJ,2018-03-15,2,2574
CORUJA,RJ,2018-03-15,3,4767
CORUJA,RJ,2018-03-15,4,2300
CORUJA,RJ,2018-03-15,5,1506
CORUJA,RJ,2018-03-15,6,7633
PT,RJ,2018-03-26,1,3822
PT,RJ,2018-03-26,2,2984
PT,RJ,2018-03-26,3,1538
PT,RJ,2018-03-26,4,6188
PT,RJ,2018-03-26,5,2914
PT,RJ,2018-03-26,6,7446
PT,RJ,2018-03-25,1,5967
PT,RJ,2018-03-25,2,9298
PT,RJ,2018-03-25,3,4401
PT,RJ,2018-03-25,4,3052
PT,RJ,2018-03-25,5,6204
PT,RJ,2018-03-25,6,8922
PT,RJ,2018-03-24,1,5253
CORUJA,RJ,2018-03-14,1,7757
CORUJA,RJ,2018-03-14,2,5233
CORUJA,RJ,2018-03-14,3,7930
CORUJA,RJ,2018-03-14,4,3789
CORUJA,RJ,2018-03-14,5,2872
CORUJA,RJ,2018-03-14,6,8121
CORUJA,RJ,2018-03-13,1,8604
PTN,SP,2018-04-13,13,2018
PTN,SP,2018-04-13,1,9810
PTN,SP,2018-04-13,2,4008
PTN,SP,2018-04-13,3,9633
PTN,SP,2018-04-13,4,1073
PTN,SP,2018-04-13,5,9090
PTM,RJ,2018-10-03,1,6853
PTM,RJ,2018-10-03,2,2129
PTM,RJ,2018-10-03,3,8398
PTM,RJ,2018-10-03,4,2418
PTM,RJ,2018-10-03,5,8092
PTM,RJ,2018-10-03,6,7890
PTM,RJ,2018-09-03,1,3558
PT,RJ,2018-03-24,2,7925
PT,RJ,2018-03-24,3,3586
PT,RJ,2018-03-24,4,9644
PT,RJ,2018-03-24,5,8394
PT,RJ,2018-03-24,6,4802
PT,RJ,2018-03-23,1,1380
PT,RJ,2018-03-23,2,4692
PT,RJ,2018-03-23,3,0532
PT,RJ,2018-03-23,4,8616
PT,RJ,2018-03-23,5,9641
PT,RJ,2018-03-23,6,4861
PT,RJ,2018-03-22,1,5603
PT,RJ,2018-03-22,2,0965
PT,RJ,2018-03-22,3,8271
PT,RJ,2018-03-22,4,8615
PT,RJ,2018-03-22,5,9509
PT,RJ,2018-03-22,6,2963
PT,RJ,2018-03-21,1,6712
CORUJA,RJ,2018-03-13,2,0564
CORUJA,RJ,2018-03-13,3,7488
CORUJA,RJ,2018-03-13,4,6129
CORUJA,RJ,2018-03-13,5,3554
CORUJA,RJ,2018-03-13,6,6339
CORUJA,RJ,2018-12-03,1,4418
CORUJA,RJ,2018-12-03,2,3117
CORUJA,RJ,2018-12-03,3,3027
CORUJA,RJ,2018-12-03,4,0703
CORUJA,RJ,2018-12-03,5,6479
CORUJA,RJ,2018-12-03,6,7744
CORUJA,RJ,2018-10-03,1,4872
PTN,SP,2018-04-13,6,3614
PT,SP,2018-04-13,13,2018
PT,SP,2018-04-13,1,0313
PT,SP,2018-04-13,2,0188
PT,SP,2018-04-13,3,1849
PT,SP,2018-04-13,4,6975
PT,SP,2018-04-13,5,4325
PT,SP,2018-04-13,6,3650
PTN,SP,2018-12-04,12,2018
PTN,SP,2018-12-04,1,3783
PTN,SP,2018-12-04,2,7887
PTN,SP,2018-12-04,3,2138
PTN,SP,2018-12-04,4,6675
PTN,SP,2018-12-04,5,0023
PTN,SP,2018-12-04,6,0506
PT,SP,2018-12-04,12,2018
PTM,RJ,2018-09-03,2,5040
PTM,RJ,2018-09-03,3,2291
PTM,RJ,2018-09-03,4,7171
PTM,RJ,2018-09-03,5,5127
PTM,RJ,2018-09-03,6,3187
PTM,RJ,2018-08-03,1,5163
PTM,RJ,2018-08-03,2,7907
PTM,RJ,2018-08-03,3,2188
PTM,RJ,2018-08-03,4,2538
PTM,RJ,2018-08-03,5,3163
PTM,RJ,2018-08-03,6,0959
PTM,RJ,2018-07-03,1,9275
PTM,RJ,2018-07-03,2,9816
PTM,RJ,2018-07-03,3,5443
PTM,RJ,2018-07-03,4,8191
PT,RJ,2018-03-21,2,3045
PT,RJ,2018-03-21,3,2150
PT,RJ,2018-03-21,4,8198
PT,RJ,2018-03-21,5,0225
PT,RJ,2018-03-21,6,0330
PT,RJ,2018-03-20,1,9063
PT,RJ,2018-03-20,2,2919
PT,RJ,2018-03-20,3,8664
PT,RJ,2018-03-20,4,8003
PT,RJ,2018-03-20,5,4421
PT,RJ,2018-03-20,6,3070
CORUJA,RJ,2018-10-03,2,6809
CORUJA,RJ,2018-10-03,3,1043
CORUJA,RJ,2018-10-03,4,6057
CORUJA,RJ,2018-10-03,5,5059
CORUJA,RJ,2018-10-03,6,3840
CORUJA,RJ,2018-09-03,1,3555
CORUJA,RJ,2018-09-03,2,5681
CORUJA,RJ,2018-09-03,3,4103
CORUJA,RJ,2018-09-03,4,5314
CORUJA,RJ,2018-09-03,5,1165
CORUJA,RJ,2018-09-03,6,9818
CORUJA,RJ,2018-08-03,1,1232
CORUJA,RJ,2018-08-03,2,4150
CORUJA,RJ,2018-08-03,3,9831
CORUJA,RJ,2018-08-03,4,3324
PT,SP,2018-12-04,1,6982
PT,SP,2018-12-04,2,9824
PT,SP,2018-12-04,3,5118
PT,SP,2018-12-04,4,2778
PT,SP,2018-12-04,5,1356
PT,SP,2018-12-04,6,6058
PT,SP,2018-11-04,11,2018
PT,SP,2018-11-04,1,0649
PT,SP,2018-11-04,2,9701
PT,SP,2018-11-04,3,5567
PT,SP,2018-11-04,4,2485
PT,SP,2018-11-04,5,0998
PT,SP,2018-11-04,6,9400
PTN,SP,2018-10-04,10,2018
PTN,SP,2018-10-04,1,3620
PTN,SP,2018-10-04,2,0228
PTN,SP,2018-10-04,3,5094
PTM,RJ,2018-07-03,5,7689
PTM,RJ,2018-07-03,6,0414
PTM,RJ,2018-06-03,1,1280
PTM,RJ,2018-06-03,2,3390
PTM,RJ,2018-06-03,3,7650
PTM,RJ,2018-06-03,4,0399
PTM,RJ,2018-06-03,5,6205
PTM,RJ,2018-06-03,6,9793
PTM,RJ,2018-05-03,1,1280
PTM,RJ,2018-05-03,2,7911
PTM,RJ,2018-05-03,3,0674
PTM,RJ,2018-05-03,4,8757
CORUJA,RJ,2018-08-03,5,7633
CORUJA,RJ,2018-08-03,6,6170
CORUJA,RJ,2018-07-03,1,3464
CORUJA,RJ,2018-07-03,2,9402
CORUJA,RJ,2018-07-03,3,5383
CORUJA,RJ,2018-07-03,4,8044
CORUJA,RJ,2018-07-03,5,2400
CORUJA,RJ,2018-07-03,6,8693
PTN,SP,2018-10-04,4,8824
PTN,SP,2018-10-04,5,3272
PTN,SP,2018-10-04,6,1038
PT,SP,2018-10-04,10,2018
PT,SP,2018-10-04,1,9324
PT,SP,2018-10-04,2,7850
PT,SP,2018-10-04,3,8206
PT,SP,2018-10-04,4,7772
PT,SP,2018-10-04,5,3312
PT,SP,2018-10-04,6,6464
PTM,RJ,2018-05-03,5,5460
PTM,RJ,2018-05-03,6,1423
PTM,RJ,2018-04-03,1,1280
PTM,RJ,2018-04-03,2,0194
PTM,RJ,2018-04-03,3,0424
PTM,RJ,2018-04-03,4,9531
PTM,RJ,2018-04-03,5,8789
PTM,RJ,2018-04-03,6,0455
PT,RJ,2018-03-19,1,4670
PT,RJ,2018-03-19,2,1048
PT,RJ,2018-03-19,3,8035
PT,RJ,2018-03-19,4,8422
PT,RJ,2018-03-19,5,6285
PT,RJ,2018-03-19,6,8460
PT,RJ,2018-03-18,1,7413
PT,RJ,2018-03-18,2,8899
PT,RJ,2018-03-18,3,1791
PT,RJ,2018-03-18,4,5037
PT,RJ,2018-03-18,5,7920
PT,RJ,2018-03-18,6,1060
PT,RJ,2018-03-17,1,1372
PTM,RJ,2018-03-03,1,1280
PTM,RJ,2018-03-03,2,3529
PTM,RJ,2018-03-03,3,1971
PTM,RJ,2018-03-03,4,3440
PTM,RJ,2018-03-03,5,1261
PTM,RJ,2018-03-03,6,3341
PTM,RJ,2018-02-03,1,1280
CORUJA,RJ,2018-07-03,1,3464
CORUJA,RJ,2018-07-03,2,9402
CORUJA,RJ,2018-07-03,3,5383
CORUJA,RJ,2018-07-03,4,8044
CORUJA,RJ,2018-07-03,5,2400
CORUJA,RJ,2018-07-03,6,8693
CORUJA,RJ,2018-06-03,1,9590
PTN,SP,2018-09-04,1,6051
PTN,SP,2018-09-04,2,1528
PTN,SP,2018-09-04,3,4918
PTN,SP,2018-09-04,4,0178
PTN,SP,2018-09-04,5,8407
PTN,SP,2018-09-04,6,1082
PT,SP,2018-09-04,1,7141
PT,RJ,2018-03-17,2,9982
PT,RJ,2018-03-17,3,6535
PT,RJ,2018-03-17,4,5647
PT,RJ,2018-03-17,5,2516
PT,RJ,2018-03-17,6,6052
PT,RJ,2018-03-16,1,8196
PT,RJ,2018-03-16,2,6344
PT,RJ,2018-03-16,3,4380
PT,RJ,2018-03-16,4,2586
PT,RJ,2018-03-16,5,5283
PT,RJ,2018-03-16,6,6789
PT,RJ,2018-03-15,1,2097
PT,RJ,2018-03-15,2,8473
PT,RJ,2018-03-15,3,2757
PT,RJ,2018-03-15,4,4244
PT,RJ,2018-03-15,5,8571
PT,RJ,2018-03-15,6,4211
PTM,RJ,2018-02-03,2,5821
PTM,RJ,2018-02-03,3,9590
PTM,RJ,2018-02-03,4,5760
PTM,RJ,2018-02-03,5,2677
PTM,RJ,2018-02-03,6,2760
PTM,RJ,2018-01-03,1,1280
PTM,RJ,2018-01-03,2,4425
PTM,RJ,2018-01-03,3,0410
PTM,RJ,2018-01-03,4,5551
PTM,RJ,2018-01-03,5,9278
PTM,RJ,2018-01-03,6,7736
PTM,RJ,2018-02-28,1,1280
CORUJA,RJ,2018-06-03,2,7717
CORUJA,RJ,2018-06-03,3,1414
CORUJA,RJ,2018-06-03,4,3047
CORUJA,RJ,2018-06-03,5,9614
CORUJA,RJ,2018-06-03,6,1382
CORUJA,RJ,2018-05-03,1,1285
CORUJA,RJ,2018-05-03,2,3207
CORUJA,RJ,2018-05-03,3,8576
CORUJA,RJ,2018-05-03,4,8461
CORUJA,RJ,2018-05-03,5,2666
CORUJA,RJ,2018-05-03,6,6378
CORUJA,RJ,2018-03-03,1,6243
CORUJA,RJ,2018-03-03,2,0192
CORUJA,RJ,2018-03-03,3,7938
CORUJA,RJ,2018-03-03,4,6866
CORUJA,RJ,2018-03-03,5,5620
CORUJA,RJ,2018-03-03,6,6859
PT,SP,2018-09-04,2,5262
PT,SP,2018-09-04,3,8493
PT,SP,2018-09-04,4,9082
PT,SP,2018-09-04,5,1705
PT,SP,2018-09-04,6,1683
PT,SP,2018-08-04,1,8451
PT,SP,2018-08-04,2,6488
PT,SP,2018-08-04,3,4170
PT,SP,2018-08-04,4,6579
PT,SP,2018-08-04,5,5431
PT,SP,2018-08-04,6,1119
PT,SP,2018-07-04,1,1982
PT,SP,2018-07-04,2,6178
PT,SP,2018-07-04,3,6394
PT,SP,2018-07-04,4,8616
PT,SP,2018-07-04,5,7071
PT,SP,2018-07-04,6,0241
PT,RJ,2018-03-14,1,9237
PT,RJ,2018-03-14,2,0831
PT,RJ,2018-03-14,3,6920
PT,RJ,2018-03-14,4,1703
PT,RJ,2018-03-14,5,0950
PT,RJ,2018-03-14,6,9641
PT,RJ,2018-03-13,1,6430
PTM,RJ,2018-02-28,2,3467
PTM,RJ,2018-02-28,3,3945
PTM,RJ,2018-02-28,4,7316
PTM,RJ,2018-02-28,5,3359
PTM,RJ,2018-02-28,6,5328
PTM,RJ,2018-02-27,1,1280
PTM,RJ,2018-02-27,2,9879
PTM,RJ,2018-02-27,3,1110
PTM,RJ,2018-02-27,4,8311
PTM,RJ,2018-02-27,5,4487
PTM,RJ,2018-02-27,6,9259
PTM,RJ,2018-02-26,1,1280
PTM,RJ,2018-02-26,2,5054
PTM,RJ,2018-02-26,3,8917
PTM,RJ,2018-02-26,4,6669
PTM,RJ,2018-02-26,5,5958
PTM,RJ,2018-02-26,6,9535
CORUJA,RJ,2018-02-03,1,0046
CORUJA,RJ,2018-02-03,2,9229
CORUJA,RJ,2018-02-03,3,0982
CORUJA,RJ,2018-02-03,4,2931
CORUJA,RJ,2018-02-03,5,5198
CORUJA,RJ,2018-02-03,6,8386
CORUJA,RJ,2018-02-03,1,0046
CORUJA,RJ,2018-02-03,2,9229
CORUJA,RJ,2018-02-03,3,0982
CORUJA,RJ,2018-02-03,4,2931
CORUJA,RJ,2018-02-03,5,5198
CORUJA,RJ,2018-02-03,6,8386
CORUJA,RJ,2018-01-03,1,1280
PTN,SP,2018-06-04,1,9153
PTN,SP,2018-06-04,2,7898
PTN,SP,2018-06-04,3,1339
PTN,SP,2018-06-04,4,8251
PTN,SP,2018-06-04,5,5809
PTN,SP,2018-06-04,6,2450
PT,SP,2018-06-04,1,2967
PT,RJ,2018-03-13,2,7219
PT,RJ,2018-03-13,3,1972
PT,RJ,2018-03-13,4,9058
PT,RJ,2018-03-13,5,4076
PT,RJ,2018-03-13,6,8755
PTM,RJ,2018-02-25,1,1280
PTM,RJ,2018-02-25,2,1253
PTM,RJ,2018-02-25,3,2596
PTM,RJ,2018-02-25,4,5306
PTM,RJ,2018-02-25,5,1888
PTM,RJ,2018-02-25,6,3380
CORUJA,RJ,2018-01-03,2,3284
CORUJA,RJ,2018-01-03,3,6580
CORUJA,RJ,2018-01-03,4,4777
CORUJA,RJ,2018-01-03,5,3779
CORUJA,RJ,2018-01-03,6,9457
CORUJA,RJ,2018-01-03,7,1294
PT,SP,2018-06-04,2,2765
PT,SP,2018-06-04,3,7835
PT,SP,2018-06-04,4,9997
PT,SP,2018-06-04,5,6555
PT,SP,2018-06-04,6,0119
PTN,SP,2018-05-04,1,3090
PTN,SP,2018-05-04,2,9923
PTN,SP,2018-05-04,3,1100
PTN,SP,2018-05-04,4,0638
PTN,SP,2018-05-04,5,7713
PTN,SP,2018-05-04,6,2464
CORUJA,RJ,2018-02-28,1,1285
CORUJA,RJ,2018-02-28,2,9604
CORUJA,RJ,2018-02-28,3,7900
CORUJA,RJ,2018-02-28,4,5578
CORUJA,RJ,2018-02-28,5,2456
CORUJA,RJ,2018-02-28,6,2004
CORUJA,RJ,2018-02-27,1,1280
CORUJA,RJ,2018-02-27,2,5541
CORUJA,RJ,2018-02-27,3,0564
CORUJA,RJ,2018-02-27,4,5020
CORUJA,RJ,2018-02-27,5,0870
CORUJA,RJ,2018-02-27,6,6192
CORUJA,RJ,2018-02-26,1,4470
PT,SP,2018-05-04,1,4641
PT,SP,2018-05-04,2,1435
PT,SP,2018-05-04,3,3634
PT,SP,2018-05-04,4,8171
PT,SP,2018-05-04,5,4602
PT,SP,2018-05-04,6,2483
PT,SP,2018-04-04,1,7492
PTM,RJ,2018-02-24,1,1294
PTM,RJ,2018-02-24,2,9543
PTM,RJ,2018-02-24,3,4787
PTM,RJ,2018-02-24,4,4155
PTM,RJ,2018-02-24,5,0297
PT,RJ,2018-12-03,1,6335
PT,RJ,2018-12-03,2,6883
PT,RJ,2018-12-03,3,5266
PT,RJ,2018-12-03,4,5084
PT,RJ,2018-12-03,5,4709
PT,RJ,2018-12-03,6,8277
PT,RJ,2018-11-03,1,8748
CORUJA,RJ,2018-02-26,2,8020
CORUJA,RJ,2018-02-26,3,8602
CORUJA,RJ,2018-02-26,4,1126
CORUJA,RJ,2018-02-26,5,4725
CORUJA,RJ,2018-02-26,6,6943
CORUJA,RJ,2018-02-24,1,1624
CORUJA,RJ,2018-02-24,2,8953
CORUJA,RJ,2018-02-24,3,9668
CORUJA,RJ,2018-02-24,4,1756
CORUJA,RJ,2018-02-24,5,8996
CORUJA,RJ,2018-02-24,6,0997
CORUJA,RJ,2018-02-23,1,8970
CORUJA,RJ,2018-02-23,2,8394
CORUJA,RJ,2018-02-23,3,5598
CORUJA,RJ,2018-02-23,4,0410
PT,SP,2018-04-04,2,0709
PT,SP,2018-04-04,3,1482
PT,SP,2018-04-04,4,3512
PT,SP,2018-04-04,5,0519
PT,SP,2018-04-04,6,3714
PTN,SP,2018-03-04,1,5088
PTN,SP,2018-03-04,2,7840
PTN,SP,2018-03-04,3,5521
PTN,SP,2018-03-04,4,1939
PTN,SP,2018-03-04,5,1195
PTN,SP,2018-03-04,6,1583
PT,SP,2018-03-04,1,5871
PTM,RJ,2018-02-24,6,4790
PTM,RJ,2018-02-23,1,1280
PTM,RJ,2018-02-23,2,5784
PTM,RJ,2018-02-23,3,3601
PTM,RJ,2018-02-23,4,9101
PTM,RJ,2018-02-23,5,9815
PTM,RJ,2018-02-23,6,5226
PTM,RJ,2018-02-22,1,1294
PTM,RJ,2018-02-22,2,4295
PTM,RJ,2018-02-22,3,9659
PTM,RJ,2018-02-22,4,9882
PTM,RJ,2018-02-22,5,9026
PTM,RJ,2018-02-22,6,7377
PT,RJ,2018-11-03,2,1396
PT,RJ,2018-11-03,3,2401
PT,RJ,2018-11-03,4,1206
PT,RJ,2018-11-03,5,0405
PT,RJ,2018-11-03,6,4156
PT,RJ,2018-10-03,1,3163
PT,RJ,2018-10-03,2,5380
PT,RJ,2018-10-03,3,4491
PT,RJ,2018-10-03,4,9470
PT,RJ,2018-10-03,5,5761
PT,RJ,2018-10-03,6,8265
PT,RJ,2018-09-03,1,5922
PT,RJ,2018-09-03,2,1190
PT,RJ,2018-09-03,3,7821
PT,RJ,2018-09-03,4,1999
PT,RJ,2018-09-03,5,8429
CORUJA,RJ,2018-02-23,5,8873
CORUJA,RJ,2018-02-23,6,2245
CORUJA,RJ,2018-02-22,1,1280
CORUJA,RJ,2018-02-22,2,4956
CORUJA,RJ,2018-02-22,3,8353
CORUJA,RJ,2018-02-22,4,9298
CORUJA,RJ,2018-02-22,5,1625
CORUJA,RJ,2018-02-22,6,5749
CORUJA,RJ,2018-02-21,1,9003
CORUJA,RJ,2018-02-21,2,7291
PT,SP,2018-03-04,2,4009
PT,SP,2018-03-04,3,0672
PT,SP,2018-03-04,4,4253
PT,SP,2018-03-04,5,4998
PT,SP,2018-03-04,6,9803
PTN,SP,2018-02-04,1,5738
PTN,SP,2018-02-04,2,0890
PTN,SP,2018-02-04,3,2264
PTN,SP,2018-02-04,4,6896
PTN,SP,2018-02-04,5,4353
PTN,SP,2018-02-04,6,0141
PT,SP,2018-02-04,1,1374
PTM,RJ,2018-02-21,1,1280
PTM,RJ,2018-02-21,2,8704
PTM,RJ,2018-02-21,3,4030
PTM,RJ,2018-02-21,4,3617
PTM,RJ,2018-02-21,5,7958
PTM,RJ,2018-02-21,6,1966
PTM,RJ,2018-02-20,1,1294
PTM,RJ,2018-02-20,2,6903
PTM,RJ,2018-02-20,3,8687
PTM,RJ,2018-02-20,4,7031
PTM,RJ,2018-02-20,5,7294
PTM,RJ,2018-02-20,6,1792
PTM,RJ,2018-02-19,1,1294
PT,RJ,2018-09-03,6,5361
PT,RJ,2018-08-03,1,9205
PT,RJ,2018-08-03,2,9861
PT,RJ,2018-08-03,3,6479
PT,RJ,2018-08-03,4,3388
PT,RJ,2018-08-03,5,2571
PT,RJ,2018-08-03,6,1504
PT,RJ,2018-07-03,1,1294
PT,RJ,2018-07-03,2,1280
PT,RJ,2018-07-03,3,1280
PT,RJ,2018-07-03,4,1280
PT,RJ,2018-07-03,5,1280
PT,RJ,2018-07-03,6,1280
CORUJA,RJ,2018-02-21,3,0143
CORUJA,RJ,2018-02-21,4,8790
CORUJA,RJ,2018-02-21,5,7402
CORUJA,RJ,2018-02-21,6,2629
PT,SP,2018-02-04,2,5467
PT,SP,2018-02-04,3,8038
PT,SP,2018-02-04,4,1543
PT,SP,2018-02-04,5,8899
PT,SP,2018-02-04,6,5321
PT,SP,2018-01-04,1,6266
PT,SP,2018-01-04,2,2684
PT,SP,2018-01-04,3,3203
PT,SP,2018-01-04,4,8892
PT,SP,2018-01-04,5,7492
PT,SP,2018-01-04,6,8537
PTM,RJ,2018-02-19,2,8751
PTM,RJ,2018-02-19,3,0201
PTM,RJ,2018-02-19,4,5197
PTM,RJ,2018-02-19,5,0948
PTM,RJ,2018-02-19,6,2891
PTM,RJ,2018-02-18,1,1280
PTM,RJ,2018-02-18,2,1450
PTM,RJ,2018-02-18,3,7497
PTM,RJ,2018-02-18,4,6589
PTM,RJ,2018-02-18,5,9106
PTM,RJ,2018-02-18,6,9432
PT,RJ,2018-07-03,7,1280
PT,RJ,2018-06-03,1,1280
PT,RJ,2018-06-03,2,7215
